Tipo Muert.;Zona;Subzona;Distrito;Circuito;Cod. Subcircu;Subcircuito;provincia;código de provincia;cantón;código de cantón;Coord. Y;Coord. X;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Presun. Motiva.;Presun. Motiva. Obser;Probable Causa M.;Edad;Med. Edad;Sexo;Género;Etnia;Estado Civil;Nacionalidad;Discapacidad;Prof Reg Civ;Instrucción;Antecedentes
ASESINATO;ZONA 5;BOLIVAR;SUBTROPICO;LAS NAVES;02D04C03S01;LAS NAVES 1;BOLÍVAR;2;LAS NAVES;207;-1,287980;-79,320950;URBANO;CEMENTERIOS;PRIVADO;19/03/2024;0:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;AYUDANTE;PRIMARIA;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;PUERTO AGUAJE;24D02C07S01;PUERTO AGUAJE 1;SANTA ELENA;24;SALINAS;2403;-2,232100;-80,933780;URBANO;VIA PUBLICA;PUBLICO;19/03/2024;16:35;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;FUMISA;12D06C01S01;FUMISA 1;LOS RÍOS;12;BUENA FE;1210;-0,719980;-79,510320;RURAL;VIA PUBLICA;PUBLICO;19/03/2024;9:55;ARMA BLANCA;MACHETE             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;47;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;OBRERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;CENTRO;12D01C05S02;CENTRO 2;LOS RÍOS;12;BABAHOYO;1201;-1,805140;-79,535220;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;9:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;EL VERGEL SUR;12D06C09S01;EL VERGEL SUR 1;LOS RÍOS;12;VALENCIA;1211;-0,824080;-79,362210;RURAL;VIA PUBLICA;PUBLICO;19/03/2024;21:40;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 4;MANABI;24 DE MAYO;SANTA ANA;13D04C03S01;SANTA ANA 1;MANABÍ;13;SANTA ANA;1313;-1,206450;-80,377270;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;13:45;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;24 DE MAYO;SANTA ANA;13D04C03S01;SANTA ANA 1;MANABÍ;13;SANTA ANA;1313;-1,206450;-80,377270;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;13:45;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;26;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER SERVICIOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 2;ORELLANA;ORELLANA LORETO;COCA OCCIDENTE;22D02C05S02;COCA OCCIDENTE 2;ORELLANA;22;PUERTO FRANCISCO DE ORELLANA;2201;-0,468150;-76,998740;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;0:30;ARMA BLANCA;MACHETE             ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA BLANCA;46;A;HOMBRE;MASCULINO;INDIGENA            ;SOLTERO;ECUADOR;NINGUNA;EMPLEADO PRIVADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;UNIVERSIDAD;12D01C08S02;UNIVERSIDAD 2;LOS RÍOS;12;BABAHOYO;1201;-1,811410;-79,516290;URBANO;VIA PUBLICA;PUBLICO;19/03/2024;23:10;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;UNIVERSIDAD;12D01C08S02;UNIVERSIDAD 2;LOS RÍOS;12;BABAHOYO;1201;-1,811410;-79,516290;URBANO;VIA PUBLICA;PUBLICO;19/03/2024;23:10;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;CHONE;ELOY ALFARO;13D07C08S01;ELOY ALFARO 1;MANABÍ;13;CHONE;1303;-0,425800;-80,021400;RURAL;FINCA;PRIVADO;20/03/2024;7:00;ARMA BLANCA;MACHETE             ;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDA POR ARMA BLANCA;35;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;JORNALERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI CENTRO;21D04C02S02;SHUSHUFINDI CENTRO 2;SUCUMBÍOS;21;SHUSHUFINDI;2104;-0,190380;-76,635580;URBANO;CASA/VILLA;PRIVADO;20/03/2024;15:20;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;LA PRADERA;13D02C02S01;LA PRADERA 1;MANABÍ;13;MANTA;1308;-0,971590;-80,697030;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;17:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER ELECTROMEC;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PROGRESO;PROGRESO;09D10C03S01;PROGRESO 1;GUAYAS;9;GUAYAQUIL;901;-2,201390;-80,101040;RURAL;RIO;PUBLICO;18/03/2024;10:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;LA HERRADURA;09D24C04S01;LA HERRADURA 1;GUAYAS;9;DURAN;907;-2,158730;-79,785720;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;22:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;15;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;LA HERRADURA;09D24C04S01;LA HERRADURA 1;GUAYAS;9;DURAN;907;-2,158730;-79,785720;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;22:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVO GUAYAQUIL;09D08C06S03;NUEVO GUAYAQUIL 3;GUAYAS;9;GUAYAQUIL;901;-2,104400;-79,970180;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;10:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVA PROSPERINA;09D08C01S03;NUEVA PROSPERINA 3;GUAYAS;9;GUAYAQUIL;901;-2,123750;-79,968580;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;19:10;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;CENTENARIO;09D01C05S04;CENTENARIO 4;GUAYAS;9;GUAYAQUIL;901;-2,222170;-79,896460;URBANO;INTERIOR DE VEHICULO PARTICULAR;PRIVADO;20/03/2024;20:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;JAIME ROLDOS;09D12C05S01;JAIME ROLDOS 1;GUAYAS;9;NARANJAL;911;-2,798840;-79,708120;RURAL;HACIENDAS;PRIVADO;20/03/2024;10:20;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
FEMICIDIO;ZONA 5;GUAYAS;BALZAR;BALZAR OESTE;09D13C01S01;BALZAR OESTE 1;GUAYAS;9;BALZAR;904;-1,358040;-79,906600;URBANO;CASA/VILLA;PRIVADO;20/03/2024;7:20;ARMA BLANCA;CUCHILLO            ;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDA POR ARMA BLANCA;42;A;MUJER;FEMENINO;MESTIZO/A;NO DETERMINADO;VENEZUELA;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;PUERTO AGUAJE;24D02C07S01;PUERTO AGUAJE 1;SANTA ELENA;24;SALINAS;2403;-2,244310;-80,927410;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;18:26;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PROGRESO;PROGRESO;09D10C03S01;PROGRESO 1;GUAYAS;9;GUAYAQUIL;901;-2,205750;-80,107370;URBANO;MAR;PUBLICO;28/02/2024;0:00;OTROS;NINGUNA;DELINCUENCIA COMUN;AMENAZA;SUMERSION;21;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;CUBA;13D02C10S02;CUBA 2;MANABÍ;13;MANTA;1308;-0,975230;-80,700720;URBANO;OTROS LOCALES COMERCIALES;PRIVADO;21/03/2024;18:30;ARMA DE FUEGO;PISTOLA             ;VIOLENCIA COMUNITARIA;EMOCIONAL;HERIDA POR ARMA DE FUEGO;68;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;CHOFER PROFESIONAL;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PROGRESO;PROGRESO;09D10C03S01;PROGRESO 1;GUAYAS;9;GUAYAQUIL;901;-2,201650;-80,101240;RURAL;RIO;PUBLICO;21/03/2024;3:00;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;22;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;QUEHACER. DOMESTICOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;SUCRE;BAHIA;13D11C01S01;BAHIA 1;MANABÍ;13;SUCRE;1314;-0,633940;-80,423850;URBANO;MECANICAS;PRIVADO;21/03/2024;13:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PORTETE;SUBURBIO;09D04C06S03;SUBURBIO 3;GUAYAS;9;GUAYAQUIL;901;-2,228700;-79,935680;URBANO;VIA PUBLICA;PUBLICO;21/03/2024;9:29;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;NARANJAL CENTRO;09D12C03S01;NARANJAL CENTRO 1;GUAYAS;9;NARANJAL;911;-2,659970;-79,606500;RURAL;VIA PUBLICA;PUBLICO;21/03/2024;18:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;NARANJAL CENTRO;09D12C03S01;NARANJAL CENTRO 1;GUAYAS;9;NARANJAL;911;-2,659970;-79,606500;RURAL;VIA PUBLICA;PUBLICO;21/03/2024;18:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;15;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;TRINITARIA SUR;09D02C05S03;TRINITARIA SUR 3;GUAYAS;9;GUAYAQUIL;901;-2,245830;-79,926300;URBANO;VIA PUBLICA;PUBLICO;15/03/2024;10:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;SUCUMBIOS;SHUSHUFINDI;SHUSHUFINDI CENTRO;21D04C02S02;SHUSHUFINDI CENTRO 2;SUCUMBÍOS;21;SHUSHUFINDI;2104;-0,197280;-76,585470;RURAL;VIA PUBLICA;PUBLICO;21/03/2024;5:00;ARMA BLANCA;MACHETE             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;25;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;YAGUACHI;YAGUACHI SUR;09D21C01S01;YAGUACHI SUR 1;GUAYAS;9;SAN JACINTO DE YAGUACHI;920;-2,098360;-79,692300;URBANO;VIA PUBLICA;PUBLICO;20/03/2024;2:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;57;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PORTETE;BATALLON DEL SUBURBIO;09D04C05S01;BATALLON DEL SUBURBIO 1;GUAYAS;9;GUAYAQUIL;901;-2,225890;-79,946170;URBANO;VIA PUBLICA;PUBLICO;19/03/2024;12:05;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;MATA DE CACAO;12D01C12S03;MATA DE CACAO 3;LOS RÍOS;12;BABAHOYO;1201;-1,953130;-79,404830;RURAL;VIA PUBLICA;PUBLICO;21/03/2024;23:20;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;LIGA CANTONAL;09D24C08S01;LIGA CANTONAL 1;GUAYAS;9;DURAN;907;-2,163230;-79,845580;URBANO;VIA PUBLICA;PUBLICO;21/03/2024;0:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;49;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;OBRERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;9 DE OCTUBRE;GARAY;09D03C04S04;GARAY 4;GUAYAS;9;GUAYAQUIL;901;-2,195630;-79,905300;URBANO;VIA PUBLICA;PUBLICO;21/03/2024;19:30;ARMA DE FUEGO;PISTOLA             ;VIOLENCIA COMUNITARIA;DEUDAS;HERIDA POR ARMA DE FUEGO;41;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ARTESANO;SIN_DATO;SIN_DATO
ASESINATO;ZONA NO DELIMITADA;ZONA NO DELIMITADA;EL PIEDRERO;EL PIEDRERO;000C01S01;EL PIEDRERO 1;CAÑAR;3;EL PIEDRERO;9004;-2,344550;-79,304200;RURAL;BARES;PRIVADO;21/03/2024;17:54;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;PUEBLOVIEJO;PUEBLO VIEJO;12D02C01S01;PUEBLO VIEJO 1;LOS RÍOS;12;PUEBLO VIEJO;1204;-1,537090;-79,590510;RURAL;CASA/VILLA;PRIVADO;22/03/2024;6:00;ARMA DE FUEGO;FUSIL               ;DELINCUENCIA COMUN;ROBO A DOMICILIOS;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;PUEBLOVIEJO;PUEBLO VIEJO;12D02C01S01;PUEBLO VIEJO 1;LOS RÍOS;12;PUEBLO VIEJO;1204;-1,537090;-79,590510;RURAL;CASA/VILLA;PRIVADO;22/03/2024;6:00;ARMA DE FUEGO;CARTUCHERA          ;DELINCUENCIA COMUN;ROBO A DOMICILIOS;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;EL CARMEN;SAN PEDRO DE SUMA;13D05C06S01;SAN PEDRO DE SUMA 1;MANABÍ;13;EL CARMEN;1304;-0,079140;-79,593070;RURAL;VIA PUBLICA;PUBLICO;20/03/2024;20:36;ARMA DE FUEGO;PISTOLA             ;VIOLENCIA COMUNITARIA;EMOCIONAL;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVO GUAYAQUIL;09D08C06S03;NUEVO GUAYAQUIL 3;GUAYAS;9;GUAYAQUIL;901;-2,105780;-79,969880;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;10:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;17;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;EL TRIUNFO BUCAY;EL TRIUNFO OESTE;09D16C02S01;EL TRIUNFO OESTE 1;GUAYAS;9;EL TRIUNFO;909;-2,344970;-79,396940;RURAL;VIA PUBLICA;PUBLICO;20/03/2024;16:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;ROBO DE CARROS;HERIDA POR ARMA DE FUEGO;58;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;CHOFER PROFESIONAL;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;SUCRE;BAHIA;13D11C01S02;BAHIA 2;MANABÍ;13;SUCRE;1314;-0,640250;-80,416770;URBANO;CASA/VILLA;PRIVADO;21/03/2024;13:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;41;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;PESCADOR ARTESANAL;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;LIBERTAD CENTRO;24D02C01S03;LIBERTAD CENTRO 3;SANTA ELENA;24;LA LIBERTAD;2402;-2,226780;-80,907520;URBANO;VIA PUBLICA;PUBLICO;21/03/2024;16:40;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;32;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;FLOR DE BASTION;09D08C04S06;FLOR DE BASTION 6;GUAYAS;9;GUAYAQUIL;901;-2,091220;-79,975320;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;15:10;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;TRINITARIA SUR;09D02C05S04;TRINITARIA SUR 4;GUAYAS;9;GUAYAQUIL;901;-2,242280;-79,927570;URBANO;CASA/VILLA;PRIVADO;22/03/2024;17:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;PUEBLOVIEJO;SAN JUAN;12D02C02S02;SAN JUAN 2;LOS RÍOS;12;PUEBLO VIEJO;1204;-1,650090;-79,561090;RURAL;PARADA DE BUSES;PUBLICO;22/03/2024;16:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PASCUALES;PASCUALES;09D07C06S02;PASCUALES 2;GUAYAS;9;GUAYAQUIL;901;-2,069450;-79,924510;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;17:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;43;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;DIVINO NIÑO;09D24C06S01;DIVINO NIÑO 1;GUAYAS;9;DURAN;907;-2,166540;-79,822750;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;19:10;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVO GUAYAQUIL;09D08C06S02;NUEVO GUAYAQUIL 2;GUAYAS;9;GUAYAQUIL;901;-2,108880;-79,972530;URBANO;VIA PUBLICA;PUBLICO;22/03/2024;19:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;58;A;HOMBRE;MASCULINO;MESTIZO/A;VIUDO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;SUCUMBIOS;LAGO AGRIO;SANTA CECILIA;21D02C05S01;SANTA CECILIA 1;SUCUMBÍOS;21;LAGO AGRIO;2101;0,287270;-77,093730;RURAL;VIA PUBLICA;PUBLICO;22/03/2024;16:45;ARMA DE FUEGO;FUSIL               ;TRANSNACIONAL;CONTRABANDO;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;BACHILL. EN CIENCIAS;SIN_DATO;SIN_DATO
