Tipo Muert.;Zona;Subzona;Distrito;Circuito;Cod. Subcircu;Subcircuito;provincia;código de provincia;cantón;código de cantón;Coord. Y;Coord. X;Area del Hecho;Lugar;Tipo Lugar;Fecha Infracción;Hora Infracción;Arma;Tipo Arma;Presun. Motiva.;Presun. Motiva. Obser;Probable Causa M.;Edad;Med. Edad;Sexo;Género;Etnia;Estado Civil;Nacionalidad;Discapacidad;Prof Reg Civ;Instrucción;Antecedentes
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;NARANJAL SUR;09D12C04S02;NARANJAL SUR 2;GUAYAS;9;NARANJAL;911;-2,710470;-79,646100;RURAL;VIA PUBLICA;PUBLICO;27/04/2024;15:00;OTROS;HIDROCARBUROS;DELINCUENCIA COMUN;AMENAZA;CARBONIZACION;44;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;EL EMPALME;EMPALME CENTRO;09D15C06S01;EMPALME CENTRO 1;GUAYAS;9;EMPALME;908;-1,038830;-79,646420;URBANO;CASA/VILLA;PRIVADO;27/04/2024;20:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;42;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;NARANJAL SUR;09D12C04S02;NARANJAL SUR 2;GUAYAS;9;NARANJAL;911;-2,710470;-79,646100;RURAL;VIA PUBLICA;PUBLICO;27/04/2024;15:00;OTROS;HIDROCARBUROS;DELINCUENCIA COMUN;AMENAZA;CARBONIZACION;39;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;DAULE;LA YOLITA;09D19C01S01;LA YOLITA 1;GUAYAS;9;DAULE;906;-1,868310;-79,977240;URBANO;VIA PUBLICA;PUBLICO;27/04/2024;23:20;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO PARTICULAR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ATACAMES;CHAMANGA;08D03C03S02;CHAMANGA 2;ESMERALDAS;8;MUISNE;803;0,267310;-79,954480;RURAL;TERRENO BALDIO;PUBLICO;27/04/2024;22:00;ARMA BLANCA;CUCHILLO            ;VIOLENCIA COMUNITARIA;ACTOS DE ODIO;HERIDA POR ARMA BLANCA;46;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;DISCAPACITADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;VINCES;AUGUSTO VALENCIA;12D05C07S01;AUGUSTO VALENCIA 1;LOS RÍOS;12;VINCES;1208;-1,568250;-79,745120;URBANO;CASA/VILLA;PRIVADO;27/04/2024;20:40;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;51;A;MUJER;FEMENINO;MESTIZO/A;NO DETERMINADO;ECUADOR;NINGUNA;QUEHACER. DOMESTICOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;UNIVERSIDAD;12D01C08S02;UNIVERSIDAD 2;LOS RÍOS;12;BABAHOYO;1201;-1,811600;-79,516620;URBANO;CASA/VILLA;PRIVADO;27/04/2024;14:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;53;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;UNIVERSIDAD;12D01C08S02;UNIVERSIDAD 2;LOS RÍOS;12;BABAHOYO;1201;-1,811600;-79,516620;URBANO;CASA/VILLA;PRIVADO;27/04/2024;14:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;54;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;PORTETE;PORTETE;09D04C04S01;PORTETE 1;GUAYAS;9;GUAYAQUIL;901;-2,202830;-79,942550;URBANO;CASA/VILLA;PRIVADO;27/04/2024;21:55;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;27;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 2;ORELLANA;ORELLANA LORETO;NUEVO PARAISO;22D02C06S02;NUEVO PARAISO 2;ORELLANA;22;PUERTO FRANCISCO DE ORELLANA;2201;-0,387350;-77,087720;RURAL;HACIENDAS;PRIVADO;24/04/2024;21:00;CONSTRICTORA;PRENDA TEXTIL;DELINCUENCIA COMUN;ROBO DE MOTOS;ESTRANGULACION;32;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;AGRICULTOR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BUENA FE;PATRICIA PILAR;12D06C05S01;PATRICIA PILAR 1;LOS RÍOS;12;BUENA FE;1210;-0,576070;-79,373940;RURAL;TERRENO BALDIO;PUBLICO;28/04/2024;1:10;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;LA UNION;12D01C09S01;LA UNION 1;LOS RÍOS;12;BABAHOYO;1201;-1,703160;-79,392770;URBANO;VIA PUBLICA;PUBLICO;28/04/2024;13:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;OBRERO;BASICA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;LA UNION;12D01C09S01;LA UNION 1;LOS RÍOS;12;BABAHOYO;1201;-1,703160;-79,392770;URBANO;VIA PUBLICA;PUBLICO;28/04/2024;13:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;SABANA;12D01C07S02;SABANA 2;LOS RÍOS;12;BABAHOYO;1201;-1,809060;-79,520970;URBANO;CASA/VILLA;PRIVADO;28/04/2024;1:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SECUNDARIA;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;QUEVEDO;7 DE OCTUBRE;12D03C07S02;7 DE OCTUBRE 2;LOS RÍOS;12;QUEVEDO;1205;-1,042900;-79,478360;URBANO;RESTAURANTE;PRIVADO;28/04/2024;12:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;PUEBLOVIEJO;PUEBLO VIEJO;12D02C01S01;PUEBLO VIEJO 1;LOS RÍOS;12;PUEBLO VIEJO;1204;-1,524490;-79,523010;RURAL;VIA PUBLICA;PUBLICO;27/04/2024;5:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;55;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;JORNALERO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;UNION DE BANANEROS;09D01C02S01;UNION DE BANANEROS 1;GUAYAS;9;GUAYAQUIL;901;-2,271450;-79,880010;URBANO;VIA PUBLICA;PUBLICO;21/04/2024;1:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;33;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;PRIMARIA;SIN_DATO
ASESINATO;ZONA 8;DMG;FLORIDA;FLORIDA;09D06C05S01;FLORIDA 1;GUAYAS;9;GUAYAQUIL;901;-2,135510;-79,941880;URBANO;VIA PUBLICA;PUBLICO;28/04/2024;22:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;PORTOVIEJO;ALAJUELA;13D01C11S02;ALAJUELA 2;MANABÍ;13;PORTOVIEJO;1301;-1,030910;-80,241890;RURAL;PARQUES Y PLAZAS;PUBLICO;17/04/2024;17:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHIL;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;VILLA NUEVA;09D12C08S01;VILLA NUEVA 1;GUAYAS;9;NARANJAL;911;-2,594260;-79,603150;RURAL;VIA PUBLICA;PUBLICO;29/04/2024;2:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;ROBO A PERSONAS;HERIDA POR ARMA DE FUEGO;44;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;EMPLEADO PUBLICO;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;ESTEROS;09D02C01S04;ESTEROS 4;GUAYAS;9;GUAYAQUIL;901;-2,246260;-79,912850;URBANO;LAGUNA - LAGO;PUBLICO;25/04/2024;20:00;ARMA BLANCA;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;0;A;NO DETERMINADO;NO APLICA;NO DETERMINADO;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;NUEVA PROSPERINA;NUEVA PROSPERINA;09D08C01S01;NUEVA PROSPERINA 1;GUAYAS;9;GUAYAQUIL;901;-2,130030;-79,953030;URBANO;VIA PUBLICA;PUBLICO;28/04/2024;21:00;ARMA DE FUEGO;OTROS ARMA CORTA;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;23;A;HOMBRE;MASCULINO;NO DETERMINADO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;EL TRIUNFO BUCAY;EL TRIUNFO CENTRO;09D16C03S01;EL TRIUNFO CENTRO 1;GUAYAS;9;EL TRIUNFO;909;-2,331470;-79,399320;URBANO;VIA PUBLICA;PUBLICO;28/04/2024;18:15;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;24;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;HUAQUILLAS;UNION LOJANA;07D05C05S01;UNION LOJANA 1;EL ORO;7;HUAQUILLAS;707;-3,482650;-80,214050;RURAL;VIA PUBLICA;PUBLICO;28/04/2024;23:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;ROBO DE MOTOS;HERIDA POR ARMA DE FUEGO;45;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;AGRICULTOR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;UNION DE BANANEROS;09D01C02S03;UNION DE BANANEROS 3;GUAYAS;9;GUAYAQUIL;901;-2,267280;-79,877510;URBANO;VIA PUBLICA;PUBLICO;29/04/2024;12:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;53;A;MUJER;FEMENINO;MESTIZO/A;DIVORCIADO;ECUADOR;NINGUNA;QUEHACER. DOMESTICOS;SIN_DATO;SIN_DATO
ASESINATO;ZONA 1;ESMERALDAS;ESMERALDAS;PROPICIA;08D01C15S01;PROPICIA 1;ESMERALDAS;8;ESMERALDAS;801;0,925290;-79,667200;URBANO;RIO;PUBLICO;28/04/2024;23:30;CONSTRICTORA;CUERDA;DELINCUENCIA COMUN;AMENAZA;AHORCADURA;25;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
HOMICIDIO;ZONA 1;ESMERALDAS;ESMERALDAS;PROPICIA;08D01C15S01;PROPICIA 1;ESMERALDAS;8;ESMERALDAS;801;0,920850;-79,666270;URBANO;VIA PUBLICA;PUBLICO;27/04/2024;4:00;OTROS;NINGUNA;VIOLENCIA COMUNITARIA;RIÑAS;APLASTAMIENTO;22;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 9;DMQ;MANUELA SAENZ;CENTRO HISTORICO;17D04C03S01;CENTRO HISTORICO 1;PICHINCHA;17;QUITO;1701;-0,224980;-78,507310;URBANO;CASA/VILLA;PRIVADO;29/04/2024;22:15;ARMA BLANCA;CUCHILLO            ;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;HERIDA POR ARMA BLANCA;35;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;DURAN;RECREO;09D24C05S01;RECREO 1;GUAYAS;9;DURAN;907;-2,180020;-79,816320;URBANO;CASA/VILLA;PRIVADO;28/04/2024;5:10;ARMA BLANCA;CUCHILLO            ;VIOLENCIA COMUNITARIA;RIÑAS;HERIDA POR ARMA BLANCA;38;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;ESTEROS;TRINITARIA NORTE;09D02C04S03;TRINITARIA NORTE 3;GUAYAS;9;GUAYAQUIL;901;-2,236280;-79,924930;URBANO;VIA PUBLICA;PUBLICO;30/04/2024;0:30;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;18;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;DAULE;JUAN BAUTISTA AGUIRRE;09D19C02S01;JUAN BAUTISTA AGUIRRE 1;GUAYAS;9;DAULE;906;-1,928270;-79,980930;RURAL;VIA PUBLICA;PUBLICO;29/04/2024;21:00;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;38;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 7;EL ORO;HUAQUILLAS;HUALTACO;07D05C06S02;HUALTACO 2;EL ORO;7;HUAQUILLAS;707;-3,480020;-80,240080;URBANO;VIA PUBLICA;PUBLICO;29/04/2024;18:45;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;30;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;VENEZUELA;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;VENTANAS;VENTANAS NORTE;12D04C04S01;VENTANAS NORTE 1;LOS RÍOS;12;VENTANAS;1207;-1,453450;-79,482440;URBANO;VIA PUBLICA;PUBLICO;30/04/2024;12:50;ARMA DE FUEGO;PISTOLA             ;VIOLENCIA COMUNITARIA;EMOCIONAL;HERIDA POR ARMA DE FUEGO;26;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHILLER;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;SUR;FLORESTA;09D01C03S02;FLORESTA 2;GUAYAS;9;GUAYAQUIL;901;-2,254050;-79,889080;URBANO;VIA PUBLICA;PUBLICO;30/04/2024;21:31;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;25;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;DMG;9 DE OCTUBRE;9 DE OCTUBRE;09D03C03S04;9 DE OCTUBRE 4;GUAYAS;9;GUAYAQUIL;901;-2,184330;-79,882460;URBANO;VIA PUBLICA;PUBLICO;30/04/2024;20:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;28;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 8;D.M. GUAYAQUIL;NUEVA PROSPERINA;NUEVA PROSPERINA;09D08C01S02;NUEVA PROSPERINA 2;GUAYAS;9;GUAYAQUIL;901;-2,120170;-79,956690;URBANO;VIA PUBLICA;PUBLICO;01/05/2024;3:05;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;34;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BASICA;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;SANTA ELENA;ATAHUALPA;24D01C03S01;ATAHUALPA 1;SANTA ELENA;24;SANTA ELENA;2401;-2,320740;-80,864880;RURAL;VIA PUBLICA;PUBLICO;30/04/2024;17:54;ARMA BLANCA;MACHETE             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA BLANCA;53;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;LAS PERMI.POR.LA.LEY;SIN_DATO;SIN_DATO
ASESINATO;ZONA 2;ORELLANA;ORELLANA LORETO;COCA ORIENTE;22D02C04S02;COCA ORIENTE 2;ORELLANA;22;PUERTO FRANCISCO DE ORELLANA;2201;-0,474490;-76,984410;URBANO;PARQUES Y PLAZAS;PUBLICO;01/05/2024;0:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;16;A;HOMBRE;MASCULINO;AFRO;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;LOS RIOS;BABAHOYO;POSA DE MATE;12D01C10S01;POSA DE MATE 1;LOS RÍOS;12;BABAHOYO;1201;-1,704770;-79,542820;URBANO;TRANSPORTE PUBLICO;PUBLICO;30/04/2024;9:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;20;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;NARANJAL BALAO;VILLA NUEVA;09D12C08S01;VILLA NUEVA 1;GUAYAS;9;NARANJAL;911;-2,625480;-79,655250;RURAL;VIA PUBLICA;PUBLICO;30/04/2024;14:00;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;PUERTO AGUAJE;24D02C07S01;PUERTO AGUAJE 1;SANTA ELENA;24;SALINAS;2403;-2,241340;-80,935100;URBANO;CASA/VILLA;PRIVADO;01/05/2024;0:50;ARMA DE FUEGO;REVOLVER            ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;21;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;SANTA ELENA;LIBERTAD SALINAS;PUERTO AGUAJE;24D02C07S01;PUERTO AGUAJE 1;SANTA ELENA;24;SALINAS;2403;-2,241340;-80,935100;URBANO;CASA/VILLA;PRIVADO;01/05/2024;0:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;19;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;D.M. GUAYAQUIL;PASCUALES;SAN FRANCISCO;09D07C07S02;SAN FRANCISCO 2;GUAYAS;9;GUAYAQUIL;901;-2,062900;-79,959180;URBANO;VIA PUBLICA;PUBLICO;01/05/2024;7:30;CONSTRICTORA;SOGA;DELINCUENCIA COMUN;ROBO DE CARROS;AHORCADURA;43;A;HOMBRE;MASCULINO;MESTIZO/A;CASADO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 8;D.M. GUAYAQUIL;DURAN;RECREO;09D24C05S07;RECREO 7;GUAYAS;9;DURAN;907;-2,165060;-79,815220;URBANO;VIA PUBLICA;PUBLICO;01/05/2024;5:45;ARMA DE FUEGO;OTRO;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;29;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;JARAMIJO;13D02C20S02;JARAMIJO 2;MANABÍ;13;JARAMIJO;1321;-0,956390;-80,635590;RURAL;VIA PUBLICA;PUBLICO;01/05/2024;9:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;24;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 5;GUAYAS;MILAGRO;CHOBO;09D17C13S01;CHOBO 1;GUAYAS;9;MILAGRO;910;-2,139660;-79,635470;RURAL;VIA PUBLICA;PUBLICO;26/04/2024;0:00;ARMA BLANCA;CUCHILLO            ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA BLANCA;30;A;HOMBRE;MASCULINO;MESTIZO/A;NO DETERMINADO;NO DETERMINADO;NINGUNA;SIN_DATO;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;PORTOVIEJO;EL FLORON;13D01C04S01;EL FLORON 1;MANABÍ;13;PORTOVIEJO;1301;-1,076590;-80,505330;URBANO;VIA PUBLICA;PUBLICO;24/04/2024;16:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;23;A;MUJER;FEMENINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;BACHIL;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;JARAMIJO;13D02C20S02;JARAMIJO 2;MANABÍ;13;JARAMIJO;1321;-0,956640;-80,635920;RURAL;VIA PUBLICA;PUBLICO;01/05/2024;9:50;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;16;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;NINGUNA;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;MARIA AUXILIADORA;13D02C08S02;MARIA AUXILIADORA 2;MANABÍ;13;MANTA;1308;-0,976160;-80,720840;URBANO;VIA PUBLICA;PUBLICO;01/05/2024;17:30;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;TRAFICO INTERNOS DE DROGAS (MICROTRAFICO);HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;EMPLEADO;BACHILLERATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;TARQUI;13D02C04S02;TARQUI 2;MANABÍ;13;MANTA;1308;-0,953120;-80,707520;URBANO;VIA PUBLICA;PUBLICO;01/05/2024;19:20;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;35;A;HOMBRE;MASCULINO;MESTIZO/A;DIVORCIADO;ECUADOR;NINGUNA;COMERCIANTE;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;TARQUI;13D02C04S02;TARQUI 2;MANABÍ;13;MANTA;1308;-0,953120;-80,707520;URBANO;VIA PUBLICA;PUBLICO;01/05/2024;19:20;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;52;A;HOMBRE;MASCULINO;MESTIZO/A;DIVORCIADO;ECUADOR;NINGUNA;VENDEDOR;SIN_DATO;SIN_DATO
ASESINATO;ZONA 4;MANABI;MANTA;TARQUI;13D02C04S02;TARQUI 2;MANABÍ;13;MANTA;1308;-0,953120;-80,707520;URBANO;VIA PUBLICA;PUBLICO;01/05/2024;19:20;ARMA DE FUEGO;PISTOLA             ;DELINCUENCIA COMUN;AMENAZA;HERIDA POR ARMA DE FUEGO;22;A;HOMBRE;MASCULINO;MESTIZO/A;SOLTERO;ECUADOR;NINGUNA;ESTUDIANTE;SIN_DATO;SIN_DATO
